kodOrganizacie,nazovOrganizacie,kodNadurovne,kategoria,2015,2016,2017,2018,2019,2020,2021
504611,Petrova Ves,800206,DLH,65000.0,45000.0,81000.0,58613.59,35857.74,259074.74,234066.74
504670,Popudinské Močidľany,800206,DLH,136895.44,126895.44,108767.44,78767.44,78767.44,67509.44,40509.44
504718,Prietržka,800206,DLH,,,0.0,0.0,0.0,0.0,0.0
504734,Radimov,800206,DLH,37146.02,34833.86,32521.7,30209.54,45768.78,163456.62,146947.58
504742,Radošovce,800206,DLH,173338.67,130169.79,125126.4,119999.76,114757.12,109359.48,103830.24
504815,Skalica,800206,DLH,3767507.78,3470745.0,2975387.24,2483087.48,3014738.61,1825071.56,1752859.28
504912,Trnovec,800206,DLH,,,0.0,0.0,0.0,0.0,0.0
504939,Unín,800206,DLH,649835.06,168301.92,139897.92,111493.92,83089.92,54685.92,36804.92
504963,Vrádište,800206,DLH,,,0.0,0.0,0.0,0.0,0.0
506745,Trnava,800207,DLH,10349075.97,8746650.25,8581277.35,8037358.48,8998898.48,11028536.67,8859344.18
506788,Bíňovce,800207,DLH,,,0.0,0.0,0.0,0.0,0.0
506796,Bohdanovce nad Trnavou,800207,DLH,174426.28,,196500.0,154500.0,112500.0,100411.0,58411.0
506818,Boleráz,800207,DLH,,,0.0,0.0,0.0,0.0,0.0
506826,Borová,800207,DLH,,,0.0,0.0,0.0,8632.0,8632.0
506842,Brestovany,800207,DLH,405941.78,395977.82,357498.55,0.0,272205.87,228621.15,184338.37
506851,Bučany,800207,DLH,,,0.0,0.0,0.0,48871.0,48871.0
506869,Buková,800207,DLH,12275.66,9125.76,5991.26,30606.02,107419.85,175645.08,169764.86
506877,Cífer,800207,DLH,444132.94,213880.0,303250.11,1336751.91,1349288.0,1412426.25,1207454.91
506893,Dechtice,800207,DLH,215440.73,,0.0,0.0,185427.54,176959.54,135559.54
506915,Dobrá Voda,800207,DLH,,,0.0,0.0,186000.0,158832.0,116832.0
506923,Dolná Krupá,800207,DLH,,,19.9,37.46,0.0,42095.0,42095.0
506931,Dolné Dubové,800207,DLH,,,0.0,0.0,0.0,15311.0,15311.0
506940,Dolné Orešany,800207,DLH,,0.0,0.0,0.0,0.0,27000.0,27000.0
507041,Horná Krupá,800207,DLH,,,0.0,0.0,0.0,26416.0,104368.2
507059,Horné Dubové,800207,DLH,4315.0,,0.0,0.0,0.0,0.0,75555.6
507067,Horné Orešany,800207,DLH,45507.64,267840.09,315580.03,290580.07,265580.11,240580.15,215580.19
507156,Jaslovské Bohunice,800207,DLH,216347.73,69400.0,0.0,0.0,0.0,62174.0,62174.0
507164,Kátlovce,800207,DLH,143894.0,119654.0,107069.2,177206.78,130506.29,109607.16,311379.16
507211,Košolná,800207,DLH,45135.7,28263.7,11391.7,0.0,0.0,43700.0,161537.0
507296,Majcichov,800207,DLH,,,0.0,0.0,0.0,0.0,0.0
507318,Malženice,800207,DLH,133613.31,106617.54,79192.98,171385.18,163220.3,126918.0,75425.0
507351,Naháč,800207,DLH,33153.71,27616.91,22080.11,16543.31,11006.51,5469.71,0.0
507512,Ružindol,800207,DLH,120408.63,332592.98,265491.13,168076.46,94635.73,61977.76,444625.9
507555,Smolenice,800207,DLH,282073.0,,5497.5,0.0,0.0,72482.0,72482.0
507571,Suchá nad Parnou,800207,DLH,,,0.0,0.0,0.0,42993.0,42993.0
507601,Špačince,800207,DLH,37340.5,12846.5,165278.0,212240.0,150872.0,851061.0,743251.0
507636,Šúrovce,800207,DLH,,,1.99,0.0,269461.05,742831.0,667147.0
507687,Trstín,800207,DLH,,,0.0,0.0,0.0,0.0,0.0
507741,Voderady,800207,DLH,448190.54,336142.54,224094.54,112046.54,0.0,0.0,0.0
507768,Zavar,800207,DLH,,,0.0,735581.04,750018.24,416696.5,83326.0
507776,Zeleneč,800207,DLH,287999.0,124200.0,102600.0,79200.0,57600.0,287747.0,266147.0
556483,Križovany nad Dudváhom,800207,DLH,,,0.0,399340.0,305380.0,247060.0,153100.0
556491,Opoj,800207,DLH,,,0.0,0.0,0.0,0.0,0.0
556513,Vlčkovce,800207,DLH,,,0.0,0.0,0.0,28000.0,28000.0
556556,Pavlice,800207,DLH,69238.9,62216.9,52284.9,42752.9,37220.9,31688.9,23856.9
556564,Slovenská Nová Ves,800207,DLH,,,86000.0,86000.0,86000.0,72000.0,57000.0
556599,Dlhá,800207,DLH,,,0.0,0.0,0.0,8059.0,8059.0
556653,Radošovce,800207,DLH,,,0.0,0.0,0.0,8289.0,8289.0
556661,Dolné Lovčice,800207,DLH,13807.81,9205.33,50432.84,40825.99,35821.99,35027.58,38588.99
556670,Šelpice,800207,DLH,,,0.0,193906.96,149170.28,104433.6,59696.91
556688,Lošonec,800207,DLH,0.0,0.0,4090.0,598.0,0.0,9774.0,9774.0
580473,Biely Kostol,800207,DLH,20425.0,10285.0,0.0,0.0,0.0,35464.0,537964.0
581020,Hrnčiarovce nad Parnou,800207,DLH,,70230.0,189275.2,119658.4,50046.4,0.0,97381.68
581488,Zvončín,800207,DLH,,,100000.0,89560.0,79120.0,84680.0,74240.0
505056,Ľutov,800301,DLH,,,0.0,0.0,0.0,2092.0,2092.0
505072,Malá Hradná,800301,DLH,,,0.0,0.0,16000.0,8138.0,149138.0
505102,Malé Hoste,800301,DLH,81356.11,,0.0,0.0,0.0,4984.0,4984.0
505153,Miezgovce,800301,DLH,20131.52,16495.52,12859.52,89181.35,92793.8,15059.16,27570.56
505200,Nedašovce,800301,DLH,19990.0,,0.0,0.0,0.0,8000.0,8000.0
505277,Omastiná,800301,DLH,,,0.0,0.0,0.0,0.0,0.0
505331,Pečeňany,800301,DLH,,7065.77,15816.54,0.0,0.0,0.0,0.0
505358,Podlužany,800301,DLH,83074.21,3074.21,28074.21,23074.21,15074.21,20276.21,15202.0
505382,Pravotice,800301,DLH,,4200.0,2040.0,0.0,0.0,0.0,0.0
505412,Prusy,800301,DLH,89016.53,,32970.0,24894.0,16818.0,19529.0,11453.0
505447,Ruskovce,800301,DLH,,,0.0,95124.67,95124.67,9585.0,9585.0
505455,Rybany,800301,DLH,335724.0,311448.0,344154.0,318546.0,292938.0,296138.0,279632.8
505471,Slatina nad Bebravou,800301,DLH,,6.64,6.64,6.21,0.31,0.0,11329.0
505480,Slatinka nad Bebravou,800301,DLH,,3175.11,2149.1,1129.1,632.5,8456.25,8256.25
505544,Šípkov,800301,DLH,89001.07,23622.93,23066.93,19066.93,15066.93,11066.93,7066.93
505552,Šišov,800301,DLH,9970.66,3726.8,0.0,21716.21,51560.95,17268.39,12000.0
505579,Timoradza,800301,DLH,50231.58,37116.41,28413.31,17809.2,38229.24,15070.2,6670.2
505595,Trebichava,800301,DLH,,,0.0,0.0,0.0,0.0,0.0
505625,Uhrovec,800301,DLH,300378.58,286671.43,254247.73,324160.36,354132.36,294096.36,327267.53
505633,Uhrovské Podhradie,800301,DLH,,,0.0,0.0,0.0,0.0,0.0
505684,Veľké Hoste,800301,DLH,,,0.0,0.0,0.0,0.0,0.0
505692,Veľké Chlievany,800301,DLH,,,0.0,0.0,23275.36,11165.8,6160.0
505765,Vysočany,800301,DLH,9856.39,10000.0,10123.88,8347.06,6000.0,6399.0,6239.0
505790,Zlatníky,800301,DLH,,,0.0,0.0,0.0,0.0,168000.0
505811,Žitná-Radiša,800301,DLH,25000.0,20500.0,20500.0,20500.0,18000.0,126498.21,26500.0
542652,Bánovce nad Bebravou,800301,DLH,1442764.04,1538122.97,1419228.57,1472423.78,1084167.38,1241192.3,2056696.16
542741,Brezolupy,800301,DLH,,,0.0,89356.6,89359.95,6479.0,31479.0
542776,Cimenná,800301,DLH,,,0.0,0.0,0.0,1279.0,1279.0
542806,Čierna Lehota,800301,DLH,,,0.0,0.0,0.0,1594.0,1594.0
542822,Dežerice,800301,DLH,35656.71,25656.71,10000.0,10000.0,10000.0,28744.0,23744.0
542849,Dolné Naštice,800301,DLH,,,0.0,81255.95,119626.78,42505.28,40534.13
542857,Dubnička,800301,DLH,,,0.0,0.0,0.0,1595.0,1595.0
542873,Dvorec,800301,DLH,,,0.0,0.0,0.0,0.0,49997.38
542890,Haláčovce,800301,DLH,9785.44,8271.76,6758.08,22649.69,18774.9,19530.77,15502.11
542920,Horné Naštice,800301,DLH,,,0.0,0.0,0.0,0.0,0.0
543080,Krásna Ves,800301,DLH,100281.75,3835.98,0.0,0.0,0.0,10329.0,10329.0
543136,Kšinná,800301,DLH,,,0.0,0.0,0.0,9046.0,9046.0
545651,Veľké Držkovce,800301,DLH,234885.47,40434.51,25582.34,12802.34,0.0,11420.0,116487.59
556289,Otrhánky,800301,DLH,,47.16,49.78,116904.18,0.2,5162.0,5162.0
556360,Libichava,800301,DLH,35355.46,,0.0,0.0,0.0,0.0,0.0
556408,Chudá Lehota,800301,DLH,,,0.0,0.0,0.0,0.0,0.0
556742,Pochabany,800301,DLH,,,0.0,0.0,0.0,0.0,0.0
556793,Borčany,800301,DLH,,,0.0,0.0,0.0,0.0,5958.33
512885,Bolešov,800302,DLH,43281.0,33477.0,23673.0,45182.44,94039.74,45380.0,45380.0
512931,Červený Kameň,800302,DLH,,,0.0,0.0,130000.0,121657.0,104319.78
513016,Dubnica nad Váhom,800302,DLH,0.0,0.0,0.0,0.0,0.0,483251.0,483251.0
513024,Dulov,800302,DLH,103251.61,87451.61,72452.61,52451.61,81552.24,74905.24,44905.24
513091,Horná Poruba,800302,DLH,147390.44,16383.05,10740.02,8160.02,5580.02,21000.02,18420.02
513156,Ilava,800302,DLH,532529.3,883686.74,723608.18,574489.62,464348.45,0.0,489874.33
513253,Košeca,800302,DLH,81219.09,46767.15,295805.1,259728.0,234024.0,414072.92,712035.36
513296,Ladce,800302,DLH,331925.0,284501.0,237077.0,265166.08,315015.82,283592.82,194168.82
513351,Košecké Podhradie,800302,DLH,295828.2,59828.2,0.0,80000.0,71840.0,84590.0,0.0
513385,Mikušovce,800302,DLH,46444.59,36436.59,26428.59,0.0,0.0,22614.0,22614.0
513440,Nová Dubnica,800302,DLH,1460069.59,1580000.0,1949999.98,1770000.0,1590000.0,1464181.7,1273631.11
513598,Pruské,800302,DLH,,,0.0,0.0,0.0,63018.0,63018.0
513725,Tuchyňa,800302,DLH,,,55101.6,55101.6,51019.92,60938.24,56856.56
513865,Zliechov,800302,DLH,248740.43,43949.43,32999.43,28679.43,150285.79,48025.74,26220.69
557391,Borčice,800302,DLH,,,0.0,0.0,0.0,7719.0,7719.0
557404,Kameničany,800302,DLH,10938.91,7035.24,4095.24,1155.24,0.0,7050.0,7050.0
557412,Sedmerovec,800302,DLH,,,0.0,0.0,0.0,5280.0,5280.0
557421,Slavnica,800302,DLH,,,0.0,3700.0,100000.0,0.0,0.0
557617,Krivoklát,800302,DLH,889.0,,0.0,4204.63,2134.2,0.0,0.0
557625,Vršatské Podhradie,800302,DLH,24757.71,20641.71,13525.71,5419.0,1303.0,19025.14,15102.63
582301,Bohunice,800302,DLH,30000.0,30000.0,30000.0,74371.96,68541.27,72586.88,66546.36
504254,Brestovec,800303,DLH,,,0.0,0.0,0.0,0.0,0.0
504262,Brezová pod Bradlom,800303,DLH,610544.28,903992.0,796364.18,801171.78,679628.36,714284.4,692801.81
504289,Bukovec,800303,DLH,,,0.0,24729.54,28.87,7878.0,7878.0
504408,Chvojnica,800303,DLH,,,0.0,6301.9,22598.97,19788.46,21342.69
504424,Jablonka,800303,DLH,,20056.46,71846.32,61322.32,50798.32,49875.32,39351.32
504467,Košariská,800303,DLH,0.0,0.0,1926.75,0.0,0.0,9925.0,9925.0
504581,Myjava,800303,DLH,4497737.12,3640876.82,4878878.38,5588181.34,5280819.29,5878249.0,5255466.04
504661,Polianka,800303,DLH,,,0.0,0.0,0.0,5224.0,5224.0
504688,Poriadie,800303,DLH,,,0.0,0.0,0.0,12632.0,12632.0
504696,Priepasné,800303,DLH,2541.2,,0.0,96290.38,47950.86,7892.0,27249.2
504793,Rudník,800303,DLH,,,0.0,0.0,0.0,16153.0,96149.0
504866,Stará Myjava,800303,DLH,,,0.0,0.0,0.0,14363.0,14363.6
504971,Vrbovce,800303,DLH,28811.99,100021.36,69453.0,33352.0,0.0,32977.0,92977.0
506079,Hrašné,800303,DLH,,,0.0,0.0,0.0,0.0,0.0
506141,Kostolné,800303,DLH,100000.0,,0.0,0.0,0.0,12257.0,12257.0
506150,Krajné,800303,DLH,2673.0,18839.2,6338.46,99727.78,105419.25,127322.61,73216.1
506419,Podkylava,800303,DLH,,13312.35,10166.62,6866.62,2966.62,2958.0,2958.0
505846,Beckov,800304,DLH,467566.68,206860.27,161983.59,111170.28,64393.85,46352.65,28739.0
505871,Bošáca,800304,DLH,277423.74,78164.82,205770.28,176682.73,152557.04,311787.94,282264.53
505889,Brunovce,800304,DLH,25724.75,18824.75,0.0,,0.0,0.0,87056.46
505897,Bzince pod Javorinou,800304,DLH,127605.0,99345.0,71085.0,42825.0,26020.0,54330.0,85450.0
505901,Čachtice,800304,DLH,,,0.0,0.0,0.0,99287.0,99287.0
505919,Častkovce,800304,DLH,28961.2,28961.2,28962.2,28961.2,28961.2,53652.2,53652.2
505951,Dolné Srnie,800304,DLH,,0.04,0.0,0.0,0.0,0.0,0.0
505994,Hôrka nad Váhom,800304,DLH,89708.22,78837.4,67844.72,102596.49,91511.97,93427.45,82342.93
506001,Horná Streda,800304,DLH,,,0.0,0.0,0.0,0.0,0.0
506052,Hrádok,800304,DLH,,,0.0,0.0,0.0,0.0,
506061,Hrachovište,800304,DLH,7100.0,2601.5,0.0,50000.0,42200.0,34400.0,26600.0
506109,Kálnica,800304,DLH,153007.1,132504.27,104580.93,77955.44,54035.83,30075.44,37335.44
506125,Kočovce,800304,DLH,302893.74,265981.81,225332.0,180673.74,139933.74,137763.74,104903.74
506184,Lubina,800304,DLH,53678.0,40496.34,272408.83,293760.87,259642.87,259780.87,233320.87
506206,Lúka,800304,DLH,,1023.55,477.93,0.0,2.5,16621.0,16621.0
506249,Modrová,800304,DLH,,,0.0,0.0,0.0,0.0,0.0
506257,Modrovka,800304,DLH,,,0.0,0.0,47851.2,6088.0,6088.0
506265,Moravské Lieskové,800304,DLH,44812.12,15035.77,204546.02,2943126.69,727056.38,703072.26,623846.64
506303,Nová Bošáca,800304,DLH,145942.7,131302.7,116662.7,104712.6,91574.15,97270.96,83439.36
506311,Nová Lehota,800304,DLH,,,0.0,0.0,0.0,0.0,0.0
506338,Nové Mesto nad Váhom,800304,DLH,,1038.68,844.6,0.0,0.0,432929.0,432929.0
506346,Očkov,800304,DLH,,,0.0,52605.0,47025.0,90938.0,82658.0
506401,Pobedim,800304,DLH,18294.94,6393.81,0.0,0.0,28257.62,44553.47,36849.31
506427,Podolie,800304,DLH,25534.45,,194631.9,316904.45,282644.36,273851.36,228815.36
506435,Potvorice,800304,DLH,,,0.0,0.0,0.0,0.0,0.0
506443,Považany,800304,DLH,,,0.0,0.0,0.0,0.0,0.0
506516,Stará Lehota,800304,DLH,,,0.0,0.0,0.0,0.0,0.0
506524,Stará Turá,800304,DLH,40640.0,3942.33,0.0,0.0,0.0,429119.0,192474.0
506583,Trenčianske Bohuslavice,800304,DLH,17867.16,13049.9,45522.41,11142.83,0.0,0.0,0.0
506630,Vaďovce,800304,DLH,,,0.0,0.0,0.0,0.0,13302.0
506672,Višňové,800304,DLH,,,0.0,0.0,0.0,0.0,0.0
556424,Haluzice,800304,DLH,,,0.0,0.0,0.0,0.0,3748.91
556441,Zemianske Podhradie,800304,DLH,,,0.0,0.0,62708.3,80172.75,58297.35
556459,Nová Ves nad Váhom,800304,DLH,73289.85,58856.38,51591.58,44326.78,37061.98,36908.18,29643.38
505129,Malé Kršteňany,800305,DLH,,,0.0,0.0,0.0,0.0,6837.0
505170,Nadlice,800305,DLH,,,0.0,0.0,0.0,11025.0,11025.0
505196,Nedanovce,800305,DLH,,,0.0,0.0,0.0,11150.0,11150.0
505307,Ostratice,800305,DLH,9566.89,2812.45,0.0,0.0,0.0,14111.0,20394.02
505315,Partizánske,800305,DLH,1767102.85,1394173.27,1049971.09,1470152.3,1489687.09,1652862.09,885981.29
505323,Pažiť,800305,DLH,,,0.0,0.0,0.0,9720.0,70053.34
505463,Skačany,800305,DLH,,,0.0,0.0,0.0,27934.0,185311.24
505706,Veľké Kršteňany,800305,DLH,3602.34,23148.55,22438.21,22438.21,22438.21,21155.0,21155.0
505722,Veľké Uherce,800305,DLH,,,0.0,0.0,0.0,75081.0,75081.0
505731,Veľký Klíž,800305,DLH,,,0.0,0.0,0.0,16361.0,16361.0
505803,Žabokreky nad Nitrou,800305,DLH,,,0.0,0.0,0.0,0.0,0.0
542733,Bošany,800305,DLH,0.0,89459.78,249397.65,174397.65,99397.65,658067.77,546467.77
542962,Hradište,800305,DLH,,,0.0,0.0,0.0,0.0,23450.0
543004,Chynorany,800305,DLH,,,0.0,0.0,0.0,54333.0,54333.0
543047,Klátova Nová Ves,800305,DLH,,,0.0,0.0,0.0,32604.0,32604.0
543055,Kolačno,800305,DLH,,,0.0,38120.76,0.0,69110.29,47987.21
556173,Livina,800305,DLH,,,0.0,0.0,0.0,1440.0,1440.0
556190,Livinské Opatovce,800305,DLH,,,0.0,0.0,0.0,6266.0,6266.0
556246,Krásno,800305,DLH,,47526.91,107566.9,94809.78,112609.72,115871.28,105353.4
556271,Turčianky,800305,DLH,,,0.0,0.0,0.0,0.0,0.0
556416,Ješkova Ves,800305,DLH,,,0.0,0.0,0.0,9460.0,9460.0
580449,Brodzany,800305,DLH,,,186200.0,144800.0,103400.0,62000.0,20600.0
580953,Malé Uherce,800305,DLH,,,0.0,0.0,0.0,16686.0,16686.0
512842,Považská Bystrica,800306,DLH,8074680.17,9023200.17,8646561.17,8269840.17,7893160.17,9562155.66,11686468.26
512915,Brvnište,800306,DLH,90800.0,147193.0,105109.0,87836.36,30941.0,100878.06,288868.0
512966,Dolná Mariková,800306,DLH,35037.8,25037.8,10037.8,31.14,0.0,32577.0,32577.0
513008,Domaniža,800306,DLH,302077.85,304755.74,303798.11,302077.85,331384.33,354456.33,354456.33
513083,Horná Mariková,800306,DLH,,,0.0,76100.59,0.0,7938.0,7938.0
513172,Jasenica,800306,DLH,186268.94,169824.14,410366.01,367284.4,180817.94,211678.44,169601.15
513245,Kostolec,800306,DLH,,,0.0,95577.28,0.0,0.0,0.0
513466,Papradno,800306,DLH,420832.52,66680.0,152024.86,99810.84,71957.86,92576.86,64725.46
513474,Plevník-Drienové,800306,DLH,,471.08,500.64,0.0,0.0,31968.0,31968.6
513563,Prečín,800306,DLH,,,0.0,0.0,0.0,30539.0,30539.0
513601,Pružina,800306,DLH,4199.71,,0.0,0.0,0.0,0.0,0.0
513687,Stupné,800306,DLH,9620.12,0.0,0.0,0.0,44955.97,51044.97,74248.97
513741,Udiča,800306,DLH,257050.62,,0.0,0.0,0.0,42318.0,42318.0
513784,Vrchteplá,800306,DLH,29676.37,21292.17,17292.17,160292.17,12792.17,10792.17,10792.17
513822,Záskalie,800306,DLH,3683.68,248.92,0.0,0.0,4200.0,4200.0,4200.0
518913,Sverepec,800306,DLH,182819.27,145676.27,127991.27,110306.27,92621.74,100514.74,121679.74
546640,Dolný Lieskov,800306,DLH,,,0.0,59904.1,100000.0,13982.0,13982.0
557480,Slopná,800306,DLH,5360.86,,0.0,0.0,45668.39,45699.28,42195.28
557510,Hatné,800306,DLH,36758.53,26758.53,16758.53,11758.53,37758.53,58441.6,78422.86
557552,Klieština,800306,DLH,8720.0,4000.0,23638.71,27337.99,23190.98,21208.4,17292.57
557561,Čelkova Lehota,800306,DLH,,,0.0,0.0,0.0,1951.0,1951.0
557579,Malé Lednice,800306,DLH,,,0.0,61502.76,61502.76,6730.0,6730.0
557595,Sádočné,800306,DLH,,,0.0,0.0,0.0,2144.0,2144.0
557609,Ďurďové,800306,DLH,26664.41,,632792.44,244515.46,0.0,0.0,0.0
557633,Bodiná,800306,DLH,,,1062954.22,0.0,149120.97,6288.0,6288.0
558222,Počarová,800306,DLH,,,0.0,0.0,0.0,1859.0,1859.0
580856,Horný Lieskov,800306,DLH,15740.11,11293.27,9728.57,6458.09,44793.84,48157.55,60016.68
580864,Podskalie,800306,DLH,,,0.0,89690.69,0.0,1615.0,1615.0
513881,Prievidza,800307,DLH,4099830.23,7375334.99,7456866.67,8002183.42,11618097.32,11998866.02,12314792.3
513903,Bojnice,800307,DLH,310282.55,244646.29,179002.55,113381.55,358489.41,617102.91,750761.92
513911,Bystričany,800307,DLH,0.0,,0.0,0.0,0.0,32000.0,32000.0
513920,Cigeľ,800307,DLH,87936.0,72420.0,56904.0,41388.0,25872.0,10356.0,0.0
513938,Čavoj,800307,DLH,274091.11,260461.11,245354.12,236380.98,213544.33,216691.09,209973.85
513946,Čereňany,800307,DLH,79258.0,77590.0,83054.98,68369.02,228951.51,236303.72,219274.57
513954,Diviacka Nová Ves,800307,DLH,165882.48,87807.85,69734.89,51661.93,33588.97,15516.01,0.0
513962,Diviaky nad Nitricou,800307,DLH,0.0,0.0,0.0,0.0,218349.53,236750.0,195750.0
513971,Dlžín,800307,DLH,,,0.0,0.0,0.0,0.0,0.0
513989,Dolné Vestenice,800307,DLH,277282.15,222378.15,167310.15,111444.0,81048.0,98652.0,68256.0
513997,Handlová,800307,DLH,1672228.99,2353254.52,3084357.91,2717238.99,2443571.04,2048479.59,2027364.39
514004,Horná Ves,800307,DLH,,,0.0,0.0,0.0,33000.0,33000.0
514012,Horné Vestenice,800307,DLH,,,0.0,0.0,0.0,11200.0,11200.0
514021,Chrenovec-Brusno,800307,DLH,,,0.0,0.0,0.0,0.0,38000.0
514039,Chvojnica,800307,DLH,,,0.0,0.0,0.0,0.0,0.0
514063,Kamenec pod Vtáčnikom,800307,DLH,,,0.0,0.0,0.0,0.0,0.0
514071,Kanianka,800307,DLH,62430.0,41634.0,0.0,131141.65,92693.65,888245.65,726597.65
514080,Kľačno,800307,DLH,,,0.0,103284.79,181078.23,154764.58,116783.44
514098,Kocurany,800307,DLH,,,,0.0,0.0,120460.0,108460.0
514101,Kostolná Ves,800307,DLH,,,0.0,0.0,0.0,0.0,0.0
514110,Koš,800307,DLH,,,0.0,0.0,0.0,0.0,0.0
514128,Lazany,800307,DLH,0.0,0.0,179480.0,158960.0,138440.0,150401.0,129881.0
514136,Lehota pod Vtáčnikom,800307,DLH,,431572.84,377804.6,276053.9,226419.06,243576.06,184776.06
514144,Liešťany,800307,DLH,,,0.0,0.0,44444.77,39084.77,32652.77
514179,Malá Čausa,800307,DLH,51100.43,13234.84,10719.95,52000.0,28000.0,16116.0,12116.0
514187,Malinová,800307,DLH,84454.22,39865.72,22969.72,88344.12,0.0,61133.26,108224.34
514209,Nedožery-Brezany,800307,DLH,,,0.0,0.0,0.0,0.0,0.0
514217,Nevidzany,800307,DLH,,,0.0,0.0,0.0,0.0,0.0
514225,Nitrianske Pravno,800307,DLH,452725.14,377125.14,301525.14,225925.14,1190325.14,1144210.14,1043474.66
514233,Nitrianske Rudno,800307,DLH,,,0.0,460984.96,0.0,695.16,0.0
514241,Nitrianske Sučany,800307,DLH,,,26.5,22.0,30.1,182216.8,163177.8
514250,Nitrica,800307,DLH,,,0.0,0.0,0.0,22542.0,22542.0
514268,Nováky,800307,DLH,629267.31,768758.42,712270.56,1424881.99,1414018.67,1425453.76,732900.61
514284,Opatovce nad Nitrou,800307,DLH,,71994.94,130146.0,103674.0,77202.0,119411.39,321019.98
514292,Oslany,800307,DLH,82470.0,51750.0,25000.0,10000.0,0.0,47955.0,47955.0
514306,Podhradie,800307,DLH,344.82,20865.47,34303.96,34303.96,24303.96,49788.0,53785.47
514314,Poluvsie,800307,DLH,,,0.0,24666.7,72080.57,77995.85,256558.13
514322,Poruba,800307,DLH,135397.36,88159.2,216991.2,164489.04,141986.88,117146.56,94644.4
514331,Pravenec,800307,DLH,,,0.0,0.0,0.0,0.0,0.0
514349,Radobica,800307,DLH,,20042.97,11057.13,80818.41,73318.41,76119.41,65619.41
514357,Ráztočno,800307,DLH,312876.06,18571.49,59324.94,39484.94,46407.85,463760.45,102647.45
514365,Rudnianska Lehota,800307,DLH,563876.18,9392.65,106500.0,94500.0,82500.0,83106.66,71105.0
514373,Sebedražie,800307,DLH,78936.0,63144.0,47352.0,31561.74,15768.87,31915.0,31915.0
514381,Seč,800307,DLH,,,0.0,0.0,0.0,0.0,0.0
514390,Šútovce,800307,DLH,-49178.32,25724.38,19079.4,14759.96,11555.96,17096.0,14576.0
514403,Temeš,800307,DLH,49369.8,,0.0,0.0,0.0,3046.0,18923.28
514411,Tužina,800307,DLH,,47100.0,37500.0,27900.0,71700.0,103828.08,85408.08
514420,Valaská Belá,800307,DLH,,33839.34,52046.64,100347.89,81723.89,63099.89,44475.89
514438,Veľká Čausa,800307,DLH,39260.0,28220.0,23180.0,18140.0,13100.0,17060.0,12020.0
514454,Zemianske Kostoľany,800307,DLH,6597.17,,0.0,0.0,0.0,0.0,456776.49
557706,Lipník,800307,DLH,22920.62,16680.62,10440.62,4200.62,0.0,0.0,10279.0
557714,Jalovec,800307,DLH,125591.0,68000.0,68000.0,68000.0,130376.27,116000.0,107315.0
500348,Zubák,800308,DLH,,,-0.01,-0.01,185900.12,18106.0,18106.0
512851,Beluša,800308,DLH,,361583.01,400000.0,280000.0,160000.0,160980.0,120980.0
512940,Dohňany,800308,DLH,278495.19,228495.19,178495.19,128495.19,78495.19,62765.79,62765.79
512958,Dolná Breznica,800308,DLH,149800.0,102000.0,90000.0,78000.0,64000.0,22759.0,22759.0
513121,Horovce,800308,DLH,82959.2,78247.95,63247.95,140514.87,80514.87,76814.87,99814.87
513300,Lazy pod Makytou,800308,DLH,,,0.0,0.0,0.0,22292.0,22292.0
513318,Lednica,800308,DLH,,72.92,81.6,68.79,55204.86,59014.86,59014.86
513326,Lednické Rovne,800308,DLH,967602.12,879545.65,994845.65,1103905.65,986045.65,943688.69,1097873.2
513334,Lúky,800308,DLH,217261.45,212491.42,209576.42,282050.09,202951.42,229859.42,226679.42
513342,Lysá pod Makytou,800308,DLH,300351.97,,0.0,0.0,0.0,41374.0,41374.0
513377,Mestečko,800308,DLH,4699.35,,0.0,0.0,0.0,100000.0,0.0
513407,Mojtín,800308,DLH,,,0.0,29988.35,26857.91,26857.91,23715.82
513610,Púchov,800308,DLH,5276289.98,4927819.63,4495045.39,4062271.15,4120123.81,4048232.09,3586126.16
513776,Visolaje,800308,DLH,,,0.0,0.0,0.0,0.0,0.0
513814,Záriečie,800308,DLH,5900.0,,29803.0,99873.82,183051.67,233290.59,895608.42
557439,Dolné Kočkovce,800308,DLH,,,0.0,0.0,0.0,0.0,0.0
557447,Nimnica,800308,DLH,,61936.34,45420.21,99883.25,83376.73,71001.37,70001.34
557471,Streženice,800308,DLH,156012.0,156012.0,156012.0,166694.26,161872.84,176546.87,156583.69
557498,Vydrná,800308,DLH,,,0.0,0.0,0.0,4087.0,4087.0
557501,Kvašov,800308,DLH,169037.5,84333.5,77445.5,64849.5,51553.5,113246.1,133438.58
557692,Horná Breznica,800308,DLH,20000.0,4526.14,0.0,0.0,0.0,44248.45,44248.45
